,a,b,c,no,S.No,actual,pred,alive,plod,name,title,male,culture,dateOfBirth,DateoFdeath,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive,imageLink,death,live
896,896,896,896,896,897,1,1,0.761,0.239,-0.462467866324,-0.305927994791,0,0.0417029014151,256.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.229578622816,-0.0722863778718,0,1,1,1,0,,,,,0,0,49.0,0,0,0,0.0735785953177,1,no_image.jpg,,
897,897,897,897,897,898,1,1,0.787,0.213,-0.457840616967,-0.260126468073,0,0.0417029014151,291.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.461007194245,-0.0722863778718,0,0,1,1,1,,,,,0,1,14.0,0,0,0,0.153846153846,1,no_image.jpg,,
898,898,898,898,898,899,1,0,0.367,0.633,-0.456812339332,-0.080737155096,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.126721479959,-0.0722863778718,0,0,0,1,1,,,,,0,1,,0,0,0,0.0133779264214,1,no_image.jpg,,
899,899,899,899,899,900,1,1,0.688,0.312,-0.459897172237,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.283864337102,0.3410994489,0,1,1,1,0,,,,0.0,1,0,,0,0,0,0.066889632107,1,no_image.jpg,,
900,900,900,900,900,901,0,0,0.306,0.694,-0.454755784062,0.094835363988,0,0.0417029014151,253.0,269.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.503864337102,0.884406535514,0,1,1,1,1,,,,1.0,1,1,,0,0,0,0.0969899665552,0,no_image.jpg,,
901,901,901,901,901,902,1,1,0.797,0.203,-0.454241645244,-0.305927994791,0,0.0417029014151,282.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.283864337102,-0.0722863778718,0,1,1,1,0,,,,,0,0,23.0,0,0,0,0.14381270903,1,no_image.jpg,,
902,902,902,902,902,903,0,1,0.761,0.239,-0.453213367609,-0.305927994791,0,0.0417029014151,245.0,264.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.381007194245,0.884406535514,0,1,1,1,1,,,,1.0,1,0,19.0,0,0,0,0.153846153846,0,no_image.jpg,,
903,903,903,903,903,904,0,0,0.001,0.999,-0.452185089974,0.644453684599,1,0.0417029014151,160.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.45529290853,0.423776614254,0,0,0,0,0,,,,1.0,1,1,100.0,0,0,1,0.414715719064,0,no_image.jpg,,
904,904,904,904,904,905,1,0,0.307,0.693,-0.450642673522,0.526133073912,1,0.349395209107,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.070421377184,-0.0722863778718,1,1,1,1,1,,,,,0,1,,0,0,0,0.0401337792642,1,no_image.jpg,,
905,905,905,905,905,906,0,0,0.133,0.867,-0.447557840617,0.0184994861254,1,0.0417029014151,,298.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.47529290853,-0.0722863778718,1,0,1,0,0,,,,,0,1,,0,0,0,0.0535117056856,0,no_image.jpg,,
906,906,906,906,906,907,1,0,0.467,0.533,-0.44498714653,0.152087272385,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.15529290853,0.427713622128,0,1,1,1,1,,,,1.0,1,1,,0,0,0,0.0802675585284,1,no_image.jpg,,
907,907,907,907,907,908,1,1,0.813,0.187,-0.449614395887,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.329578622816,-0.0722863778718,0,1,1,1,1,,,,,0,1,,0,0,0,0.0367892976589,1,no_image.jpg,,
908,908,908,908,908,909,1,1,0.711,0.289,-0.445501285347,0.094835363988,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.321007194245,0.884406535514,0,1,1,1,1,,,,1.0,1,1,,0,0,0,0.0635451505017,1,no_image.jpg,,
909,909,909,909,909,910,1,0,0.131,0.869,-0.443444730077,-0.187607384104,1,0.0417029014151,229.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.43529290853,-0.0722863778718,0,1,1,0,0,,,,,0,1,76.0,0,0,0,0.0434782608696,1,no_image.jpg,,
910,910,910,910,910,911,1,1,0.76,0.24,-0.444473007712,0.0299498678048,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.253278520041,-0.0722863778718,1,1,1,1,1,,,,,0,1,,0,0,0,0.0869565217391,1,no_image.jpg,,
911,911,911,911,911,912,1,1,0.732,0.268,-0.446529562982,-0.305927994791,1,0.0417029014151,295.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.283864337102,-0.0722863778718,0,1,1,1,0,,,,,0,0,10.0,0,0,0,0.133779264214,1,no_image.jpg,,
912,912,912,912,912,913,1,1,0.813,0.187,-0.440359897172,-0.267760055859,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.438150051387,-0.0722863778718,0,0,0,0,0,,,,,0,1,,0,0,0,0.0066889632107,1,no_image.jpg,,
913,913,913,913,913,914,1,1,0.561,0.439,-0.43470437018,0.152087272385,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.561007194245,0.00251677173447,0,0,1,1,1,,,,1.0,1,1,,0,0,0,0.0602006688963,1,no_image.jpg,,
914,914,914,914,914,915,1,0,0.059,0.941,-0.435218508997,-0.305927994791,1,-0.00957914986692,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.149578622816,-0.0722863778718,0,0,0,0,1,,,,,0,0,,0,0,0,0.0434782608696,1,no_image.jpg,,
915,915,915,915,915,916,1,1,0.747,0.253,-0.43264781491,-0.305927994791,0,0.0417029014151,285.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.283864337102,-0.0722863778718,0,1,1,1,1,,,,,0,0,20.0,0,0,0,0.0468227424749,1,no_image.jpg,,
916,916,916,916,916,917,1,0,0.204,0.796,-0.433676092545,-0.305927994791,1,-0.00957914986692,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.130421377184,0.506453779608,0,1,0,0,1,,,,1.0,1,0,,0,0,0,0.103678929766,1,no_image.jpg,,
917,917,917,917,917,918,1,1,0.707,0.293,-0.433161953728,0.526133073912,1,0.0417029014151,263.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.283864337102,0.754485275671,0,1,1,1,0,,,,1.0,1,1,42.0,0,0,0,0.163879598662,1,no_image.jpg,,
918,918,918,918,918,919,1,1,0.76,0.24,0.0120822622108,-0.286844025325,1,0.144267003979,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.55529290853,-0.0722863778718,0,0,0,0,0,,,,,0,1,,0,0,0,0.0100334448161,1,no_image.jpg,,
919,919,919,919,919,920,1,1,0.979,0.021,-0.426992287918,-0.157073032959,0,-0.291630431918,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.0152929085303,-0.0722863778718,0,0,0,0,1,,,,,0,1,,0,0,0,0.0167224080268,1,no_image.jpg,,
920,920,920,920,920,921,1,1,0.617,0.383,-0.423907455013,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.186721479959,0.711178189057,0,0,1,1,0,,,,1.0,1,1,,0,0,0,0.066889632107,1,no_image.jpg,,
921,921,921,921,921,922,0,1,0.785,0.215,-0.421850899743,0.526133073912,1,0.0417029014151,,300.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.452435765673,0.26235929142,0,0,1,1,1,,,,0.0,1,1,,0,0,0,0.0735785953177,0,no_image.jpg,,
922,922,922,922,922,923,0,1,0.786,0.214,-0.415681233933,0.522316280019,1,0.0417029014151,,99.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.578150051387,-0.0722863778718,0,0,1,1,1,,,,,0,0,,0,0,1,0.354515050167,0,no_image.jpg,,
923,923,923,923,923,924,1,1,0.805,0.195,-0.413624678663,0.526133073912,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.0324357656732,-0.0722863778718,0,0,0,1,1,,,,,0,1,,0,0,0,0.0200668896321,1,no_image.jpg,,
924,924,924,924,924,925,1,1,0.76,0.24,-0.411053984576,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.327564234327,-0.0722863778718,0,1,1,1,1,,,,,0,0,,0,0,0,0.0501672240803,1,no_image.jpg,,
925,925,925,925,925,926,1,0,0.417,0.583,-0.414652956298,0.655904066278,1,-0.00957914986692,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.130421377184,-0.0722863778718,0,1,0,0,0,,,,,0,1,,0,0,0,0.127090301003,1,no_image.jpg,,
926,926,926,926,926,927,1,1,0.603,0.397,-0.407969151671,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.201007194245,0.309603385908,0,1,1,1,0,,,,1.0,1,0,,0,0,0,0.133779264214,1,no_image.jpg,,
927,927,927,927,927,928,1,1,0.835,0.165,-0.403856041131,0.579568188415,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.523864337102,-0.0722863778718,0,0,0,1,1,,,,,0,1,,0,0,0,0.0267558528428,1,no_image.jpg,,
928,928,928,928,928,929,1,1,0.989,0.011,-0.402827763496,0.526133073912,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.472435765673,-0.0722863778718,0,1,1,1,1,,,,,0,1,,0,0,0,0.0200668896321,1,no_image.jpg,,
929,929,929,929,929,930,1,1,0.99,0.01,-0.399742930591,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.469578622816,-0.0722863778718,0,0,0,1,0,,,,,0,1,,0,0,0,0.0100334448161,1,no_image.jpg,,
930,930,930,930,930,931,0,1,0.749,0.251,-0.401799485861,0.526133073912,1,0.0417029014151,271.0,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.283864337102,0.411965590632,0,1,1,1,1,,,,1.0,1,1,28.0,0,0,0,0.0735785953177,0,no_image.jpg,,
931,931,931,931,931,932,1,0,0.181,0.819,-0.397172236504,-0.305927994791,1,-0.00957914986692,289.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.167564234327,-0.0722863778718,0,1,1,1,1,,,,,0,0,16.0,0,0,0,0.0702341137124,1,no_image.jpg,,
932,932,932,932,932,933,1,1,0.59,0.41,-0.396658097686,-0.305927994791,0,-0.00957914986692,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.17529290853,0.435587637876,0,1,1,1,1,,,,0.0,1,0,,0,0,0,0.0635451505017,1,no_image.jpg,,
933,933,933,933,933,934,1,0,0.135,0.865,-0.392544987147,-0.305927994791,0,-0.00957914986692,289.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.441007194245,-0.0722863778718,1,1,1,1,1,,,,,0,0,16.0,0,0,0,0.0702341137124,1,no_image.jpg,,
934,934,934,934,934,935,1,0,0.25,0.75,-0.395115681234,0.655904066278,1,-0.00957914986692,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.130421377184,0.471020708742,0,1,0,0,0,,,,1.0,1,1,,0,0,0,0.234113712375,1,no_image.jpg,,
935,935,935,935,935,936,1,1,0.982,0.018,-0.388431876607,-0.157073032959,1,-0.291630431918,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.00957862281603,-0.0722863778718,0,0,0,0,1,,,,,0,1,,0,0,0,0.00334448160535,1,no_image.jpg,,
936,936,936,936,936,937,1,0,0.488,0.512,-0.389974293059,-0.0769203612029,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.0475642343268,0.545823858349,1,0,0,0,0,,,,1.0,1,1,,0,0,0,0.0602006688963,1,no_image.jpg,,
937,937,937,937,937,938,0,1,0.899,0.101,-0.389460154242,0.094835363988,0,0.0417029014151,265.0,282.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.0647070914697,0.884406535514,0,1,1,1,1,,,,1.0,1,1,17.0,0,0,0,0.066889632107,0,no_image.jpg,,
938,938,938,938,938,939,1,1,0.951,0.049,-0.385861182519,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.327564234327,-0.0722863778718,0,0,1,1,1,,,,,0,0,,0,0,0,0.0200668896321,1,no_image.jpg,,
939,939,939,939,939,940,1,1,0.672,0.328,-0.388946015424,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.283864337102,0.82141440953,0,1,1,1,0,,,,0.0,1,0,,0,0,0,0.140468227425,1,no_image.jpg,,
940,940,940,940,940,941,1,1,0.916,0.084,-0.381233933162,-0.0158516589128,1,-0.240348380636,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.209578622816,-0.0722863778718,0,0,0,1,1,,,,,0,1,,0,0,0,0.0635451505017,1,no_image.jpg,,
941,941,941,941,941,942,1,1,0.725,0.275,-0.378149100257,-0.305927994791,1,0.0417029014151,289.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.283864337102,-0.0722863778718,0,1,1,1,0,,,,,0,0,16.0,0,0,0,0.140468227425,1,no_image.jpg,,
942,942,942,942,942,943,1,1,0.849,0.151,-0.372493573265,0.266591089179,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.372435765673,-0.0722863778718,0,0,0,1,0,,,,,0,1,,0,0,0,0.0066889632107,1,no_image.jpg,,
943,943,943,943,943,944,1,0,0.067,0.933,-0.373007712082,-0.305927994791,1,-0.00957914986692,284.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.167564234327,-0.0722863778718,0,1,1,1,1,,,,,0,0,21.0,0,0,0,0.0602006688963,1,no_image.jpg,,
944,944,944,944,944,945,0,1,0.532,0.468,-0.367866323907,0.526133073912,1,0.0417029014151,,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.292435765673,-0.0722863778718,0,1,0,0,0,,,,,0,1,,0,0,0,0.0267558528428,0,no_image.jpg,,
945,945,945,945,945,946,1,1,0.796,0.204,-0.36735218509,-0.305927994791,1,0.0417029014151,281.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.283864337102,-0.0722863778718,0,1,1,1,0,,,,,0,0,24.0,0,0,0,0.100334448161,1,no_image.jpg,,
946,946,946,946,946,947,0,1,0.729,0.271,-0.364781491003,-0.305927994791,1,0.0417029014151,,300.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.321007194245,-0.0722863778718,0,1,1,1,1,,,,,0,0,,0,0,0,0.0334448160535,0,no_image.jpg,,
947,947,947,947,947,948,0,0,0.215,0.785,-0.36529562982,0.289491852538,1,0.0417029014151,,289.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.443864337102,-0.0722863778718,0,0,0,0,0,,,,,0,1,,0,0,0,0.0267558528428,0,no_image.jpg,,
948,948,948,948,948,949,0,0,0.486,0.514,-0.362210796915,0.526133073912,1,0.0417029014151,,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.381007194245,-0.0722863778718,1,1,1,1,0,,,,,0,1,,0,0,0,0.0367892976589,0,no_image.jpg,,
949,949,949,949,949,950,0,1,0.707,0.293,-0.325706940874,-0.305927994791,1,-0.08650222679,,108.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.310421377184,-0.0722863778718,0,0,0,0,0,,,,,0,0,,0,0,0,0.0167224080268,0,no_image.jpg,,
950,950,950,950,950,951,1,1,0.774,0.226,-0.355526992288,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.253278520041,0.285981338664,0,1,1,1,0,,,,1.0,1,0,,0,0,0,0.140468227425,1,no_image.jpg,,
951,951,951,951,951,952,1,0,0.382,0.618,0.0131105398458,-0.267760055859,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.438150051387,-0.0722863778718,0,0,0,0,1,,,,,0,1,,0,0,0,0.0133779264214,1,no_image.jpg,,
952,952,952,952,952,953,0,0,0.198,0.802,-0.351413881748,-0.305927994791,1,-0.00957914986692,,298.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.130421377184,-0.0722863778718,1,1,0,0,0,,,,,0,0,,0,0,0,0.0301003344482,0,no_image.jpg,,
953,953,953,953,953,954,1,1,0.523,0.477,-0.348843187661,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.138150051387,-0.0722863778718,1,1,1,1,1,,,,,0,0,,0,0,0,0.0702341137124,1,no_image.jpg,,
954,954,954,954,954,955,1,1,0.761,0.239,-0.347814910026,-0.305927994791,0,0.0417029014151,292.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.283864337102,-0.0722863778718,0,1,1,1,0,,,,,0,0,13.0,0,0,0,0.133779264214,1,no_image.jpg,,
955,955,955,955,955,956,0,0,0.18,0.82,-0.345758354756,0.522316280019,1,0.0417029014151,,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,1,1,1,0,0,,,,,0,0,,0,0,0,0.0635451505017,0,no_image.jpg,,
956,956,956,956,956,957,0,1,0.76,0.24,-0.341131105398,0.526133073912,0,0.0417029014151,,130.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.381007194245,-0.0722863778718,0,0,0,0,0,,,,,0,1,,0,0,0,0.0100334448161,0,no_image.jpg,,
957,957,957,957,957,958,1,1,0.973,0.027,-0.339588688946,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.383864337102,-0.0722863778718,0,0,0,1,0,,,,,0,1,,0,0,0,0.0133779264214,1,no_image.jpg,,
958,958,958,958,958,959,1,1,0.953,0.047,-0.339074550129,0.392545287652,1,0.221190080902,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.0247070914697,-0.0722863778718,1,0,1,1,1,,,,,0,1,,0,0,0,0.0702341137124,1,no_image.jpg,,
959,959,959,959,959,960,0,0,0.367,0.633,-0.337017994859,-0.19524097189,1,-0.00957914986692,284.0,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.432435765673,-0.0722863778718,0,1,1,1,1,,,,,0,1,15.0,1,1,0,0.0735785953177,0,no_image.jpg,,
960,960,960,960,960,961,0,1,0.796,0.204,-0.335475578406,-0.305927994791,1,0.0417029014151,,300.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.327564234327,-0.0722863778718,0,0,1,1,1,,,,,0,0,,0,0,0,0.0267558528428,0,no_image.jpg,,
961,961,961,961,961,962,1,1,0.773,0.227,-0.330334190231,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.327564234327,-0.0722863778718,0,1,1,1,1,,,,,0,0,,0,0,0,0.0267558528428,1,no_image.jpg,,
962,962,962,962,962,963,1,1,0.753,0.247,-0.332390745501,0.526133073912,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.301007194245,-0.0722863778718,0,1,1,1,0,,,,,0,1,,0,0,0,0.0836120401338,1,no_image.jpg,,
963,963,963,963,963,964,1,1,0.813,0.187,-0.331362467866,-0.305927994791,1,0.0417029014151,288.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.283864337102,-0.0722863778718,0,1,1,1,1,,,,,0,0,17.0,0,0,0,0.0468227424749,1,no_image.jpg,,
964,964,964,964,964,965,1,1,0.968,0.032,-0.329305912596,0.526133073912,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.0189928057554,-0.0722863778718,0,0,0,1,1,,,,,0,1,,0,0,0,0.0234113712375,1,no_image.jpg,,
965,965,965,965,965,966,1,1,0.8,0.2,-0.322107969152,0.526133073912,0,0.349395209107,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.0447070914697,-0.0722863778718,0,0,0,1,1,,,,,0,1,,0,0,0,0.0234113712375,1,no_image.jpg,,
966,966,966,966,966,967,1,1,0.975,0.025,-0.320565552699,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.327564234327,-0.0722863778718,1,1,1,1,1,,,,,0,0,,0,0,0,0.0066889632107,1,no_image.jpg,,
967,967,967,967,967,968,0,0,0.212,0.788,-0.323136246787,0.655904066278,1,-0.00957914986692,,157.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.130421377184,0.0182648032305,1,1,0,0,0,,,,1.0,1,1,,0,0,1,0.484949832776,0,no_image.jpg,,
968,968,968,968,968,969,0,1,0.848,0.152,-0.319023136247,-0.305927994791,0,0.0417029014151,236.0,249.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.161849948613,0.884406535514,0,1,1,1,1,,,,1.0,1,0,13.0,0,0,0,0.0769230769231,0,no_image.jpg,,
969,969,969,969,969,970,1,1,0.716,0.284,-0.319537275064,-0.305927994791,0,0.0417029014151,290.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.283864337102,-0.0722863778718,0,1,1,1,0,,,,,0,0,15.0,0,0,0,0.14381270903,1,no_image.jpg,,
970,970,970,970,970,971,1,1,0.997,0.003,-0.316966580977,-0.305927994791,0,-0.240348380636,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.107564234327,-0.0722863778718,0,0,0,1,1,,,,,0,0,,0,0,0,0.0167224080268,1,no_image.jpg,,
971,971,971,971,971,972,1,1,0.977,0.023,-0.309768637532,0.293308646431,0,-0.368553508841,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.218992805755,-0.0722863778718,0,0,0,1,1,,,,,0,1,,0,0,0,0.0100334448161,1,no_image.jpg,,
972,972,972,972,972,973,1,1,0.809,0.191,-0.308740359897,0.526133073912,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.221849948613,0.518264803231,0,1,1,1,0,,,,1.0,1,1,,0,0,0,0.103678929766,1,no_image.jpg,,
973,973,973,973,973,974,1,0,0.275,0.725,-0.307712082262,0.174988035744,1,-0.240348380636,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.23529290853,-0.0722863778718,0,0,0,1,1,,,,,0,1,,0,0,0,0.0735785953177,1,no_image.jpg,,
974,974,974,974,974,975,0,0,0.315,0.685,-0.305655526992,-0.305927994791,1,0.0417029014151,254.0,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.327564234327,-0.0722863778718,0,1,1,1,1,,,,,0,0,45.0,0,0,0,0.0501672240803,0,no_image.jpg,,
975,975,975,975,975,976,1,1,0.781,0.219,-0.301028277635,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.00470709146968,-0.0722863778718,0,1,1,1,0,,,,,0,1,,0,0,0,0.0200668896321,1,no_image.jpg,,
976,976,976,976,976,977,1,1,0.984,0.016,-0.300514138817,0.526133073912,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.110421377184,-0.0722863778718,0,0,0,1,0,,,,,0,1,,0,0,0,0.0100334448161,1,no_image.jpg,,
977,977,977,977,977,978,1,1,0.841,0.159,-0.3,0.526133073912,0,0.0417029014151,265.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.241849948613,-0.0722863778718,0,1,1,1,0,,,,,0,1,40.0,0,0,0,0.157190635452,1,no_image.jpg,,
978,978,978,978,978,979,1,1,0.915,0.085,-0.298971722365,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.59529290853,-0.0722863778718,0,1,1,1,1,,,,,0,0,,0,0,0,0.0401337792642,1,no_image.jpg,,
979,979,979,979,979,980,0,1,0.676,0.324,-0.296401028278,-0.305927994791,1,0.0417029014151,,300.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.327564234327,-0.0722863778718,1,1,1,1,1,,,,,0,0,,0,0,0,0.167224080268,0,no_image.jpg,,
980,980,980,980,980,981,1,0,0.099,0.901,-0.295372750643,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.0810071942446,0.852910472522,1,1,1,0,1,,,,1.0,1,0,,0,0,0,0.0836120401338,1,no_image.jpg,,
981,981,981,981,981,982,0,0,0.078,0.922,-0.294858611825,-0.305927994791,1,-0.00957914986692,,298.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.17529290853,-0.0722863778718,1,0,0,0,1,,,,,0,0,,0,0,0,0.0869565217391,0,no_image.jpg,,
982,982,982,982,982,983,1,0,0.499,0.501,-0.296915167095,0.526133073912,1,0.0417029014151,252.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.283864337102,0.908028582758,1,1,1,1,1,,,,1.0,1,1,53.0,0,0,0,0.180602006689,1,no_image.jpg,,
983,983,983,983,983,984,1,1,0.711,0.289,-0.292802056555,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.221007194245,0.892280551262,0,1,1,1,0,,,,1.0,1,0,,0,0,0,0.0969899665552,1,no_image.jpg,,
984,984,984,984,984,985,1,1,0.75,0.25,-0.29177377892,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.301007194245,0.305666378034,0,1,1,1,0,,,,1.0,1,0,,0,0,0,0.117056856187,1,no_image.jpg,,
985,985,985,985,985,986,1,1,0.797,0.203,-0.291259640103,-0.305927994791,0,0.0417029014151,296.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.283864337102,-0.0722863778718,0,1,1,1,0,,,,,0,0,9.0,0,0,0,0.0501672240803,1,no_image.jpg,,
986,986,986,986,986,987,0,1,0.788,0.212,-0.290231362468,-0.305927994791,0,0.0417029014151,,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.198992805755,-0.0722863778718,0,1,1,1,1,,,,,0,0,,0,0,0,0.0133779264214,0,no_image.jpg,,
987,987,987,987,987,988,1,1,0.786,0.214,-0.290745501285,-0.0921875367754,0,-0.368553508841,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.563864337102,-0.0722863778718,0,0,1,1,1,,,,,0,1,,0,0,0,0.0267558528428,1,no_image.jpg,,
